,idx,class_label,presence_terminal_loop,start_loop_upperhalf_col,highest_point_loop_upperhalf_row,highest_point_loop_upperhalf_col,loop_length,loop_width,gap_start,palindrome_score,asymmetric,large_asymmetric_bulge,largest_asym_bulge_strand_location,largest_asym_bulge_sequence_location,stem_begin,stem_end,stem_length,total_length,base_pairs_in_stem,base_pairs_wobbles_in_stem,AU_pair_begin_maturemiRNA,UGU
193,193,1,True,11.0,0.0,7.0,25.0,12.0,,0.8717948717948718,False,,,,38,12,26,38,0.6296296296296297,0.6666666666666666,True,False
194,194,0,True,8.0,0.0,4.0,25.0,9.0,,0.6779661016949152,False,5.0,lower,54.0,58,9,49,58,0.42,0.5,False,False
195,195,1,True,6.0,0.0,3.0,25.0,7.0,,0.6129032258064516,False,6.0,lower,47.0,61,7,54,61,0.45454545454545453,0.5272727272727272,False,False
196,196,0,False,,,,,,6.0,0.4444444444444444,False,1.0,upper,18.0,35,0,35,35,0.17142857142857143,0.2571428571428571,False,False
197,197,0,True,6.0,0.0,3.0,25.0,7.0,,0.8,False,,,,44,7,37,44,0.5263157894736842,0.6578947368421053,True,False
198,198,0,True,10.0,0.0,7.0,25.0,11.0,,0.6268656716417911,False,3.0,upper,63.0,66,11,55,66,0.39285714285714285,0.4107142857142857,False,False
199,199,1,True,5.0,4.0,3.0,18.0,6.0,,0.8863636363636364,False,,,,43,6,37,43,0.6578947368421053,0.8421052631578947,True,False
200,200,1,True,9.0,0.0,6.0,25.0,10.0,,0.9210526315789473,False,,,,37,10,27,37,0.7142857142857143,0.75,True,True
201,201,1,True,10.0,0.0,7.0,25.0,11.0,,1.0,False,,,,46,11,35,46,0.6111111111111112,0.75,False,False
202,202,1,True,6.0,0.0,3.0,25.0,7.0,,0.85,False,,,,39,7,32,39,0.7575757575757576,0.8181818181818182,False,False
203,203,1,True,5.0,2.0,3.0,22.0,6.0,,0.7631578947368421,False,,,,37,6,31,37,0.625,0.71875,False,False
204,204,0,True,4.0,2.0,2.0,22.0,5.0,,0.6923076923076923,False,1.0,lower,14.0,51,5,46,51,0.5319148936170213,0.6382978723404256,False,False
205,205,1,True,3.0,4.0,2.0,18.0,4.0,,0.9722222222222222,False,,,,35,4,31,35,0.65625,0.75,False,False
206,206,1,True,2.0,4.0,1.0,18.0,3.0,,0.96,False,,,,99,3,96,99,0.8247422680412371,0.8350515463917526,True,False
207,207,0,False,,,,,,14.0,0.15789473684210525,True,37.0,upper,44.0,75,0,75,75,0.06666666666666667,0.09333333333333334,False,False
208,208,1,True,4.0,2.0,2.0,22.0,5.0,,0.6867469879518072,False,,,,82,5,77,82,0.5769230769230769,0.6538461538461539,False,False
209,209,0,True,4.0,2.0,2.0,22.0,5.0,,0.5777777777777777,False,5.0,upper,41.0,44,5,39,44,0.4,0.5,False,False
210,210,1,True,9.0,0.0,5.0,25.0,10.0,,0.8536585365853658,False,,,,40,10,30,40,0.7096774193548387,0.7741935483870968,False,True
211,211,1,True,3.0,4.0,2.0,18.0,4.0,,0.9038461538461539,False,,,,51,4,47,51,0.5,0.6041666666666666,False,False
212,212,1,True,3.0,4.0,2.0,18.0,4.0,,0.8823529411764706,False,,,,33,4,29,33,0.6333333333333333,0.8,True,True
213,213,1,True,3.0,4.0,2.0,18.0,4.0,,0.9148936170212766,False,,,,46,4,42,46,0.6046511627906976,0.6976744186046512,False,False
214,214,0,True,3.0,4.0,2.0,18.0,4.0,,0.6904761904761905,False,,,,41,4,37,41,0.47368421052631576,0.5526315789473685,False,False
215,215,1,False,,,,,,3.0,0.6597938144329897,False,,,,96,0,96,96,0.23958333333333334,0.34375,False,False
216,216,1,True,6.0,0.0,3.0,25.0,7.0,,0.8571428571428571,False,,,,48,7,41,48,0.6904761904761905,0.7619047619047619,True,False
217,217,1,False,,,,,,4.0,0.64,False,4.0,upper,30.0,99,0,99,99,0.48484848484848486,0.5050505050505051,True,False
218,218,1,True,6.0,0.0,3.0,25.0,7.0,,0.9318181818181818,False,,,,43,7,36,43,0.7567567567567568,0.8648648648648649,False,False
219,219,0,True,6.0,0.0,3.0,25.0,7.0,,0.5,False,12.0,lower,44.0,51,7,44,51,0.28888888888888886,0.3111111111111111,False,False
220,220,1,True,12.0,0.0,9.0,25.0,13.0,,0.8395061728395061,False,,,,80,13,67,80,0.7058823529411765,0.7647058823529411,True,True
221,221,0,True,3.0,4.0,2.0,18.0,4.0,,0.7209302325581395,False,,,,42,4,38,42,0.48717948717948717,0.5384615384615384,False,False
222,222,1,True,7.0,0.0,4.0,25.0,8.0,,0.7666666666666667,False,2.0,upper,17.0,59,8,51,59,0.46153846153846156,0.6346153846153846,False,True
223,223,1,True,2.0,4.0,1.0,18.0,3.0,,0.7846153846153846,False,,,,64,3,61,64,0.5645161290322581,0.6774193548387096,False,True
224,224,1,True,7.0,0.0,4.0,25.0,8.0,,0.72,False,,,,49,8,41,49,0.5476190476190477,0.6190476190476191,False,False
225,225,0,False,,,,,,4.0,0.5789473684210527,False,,,,18,0,18,18,0.0,0.1111111111111111,False,False
226,226,1,True,5.0,3.0,3.0,20.0,6.0,,0.9117647058823529,False,,,,33,6,27,33,0.6785714285714286,0.7857142857142857,True,True
227,227,0,False,,,,,,4.0,0.3617021276595745,True,2.0,upper,21.0,46,0,46,46,0.15217391304347827,0.17391304347826086,False,False
228,228,1,True,3.0,4.0,2.0,18.0,4.0,,0.855072463768116,False,,,,68,4,64,68,0.6,0.6307692307692307,False,False
229,229,1,True,10.0,0.0,7.0,25.0,11.0,,0.8596491228070176,False,,,,56,11,45,56,0.6521739130434783,0.717391304347826,False,True
230,230,0,False,,,,,,8.0,0.35,True,,,,19,0,19,19,0.15789473684210525,0.15789473684210525,False,False
231,231,0,False,,,,,,3.0,0.48717948717948717,False,2.0,lower,30.0,38,0,38,38,0.15789473684210525,0.18421052631578946,False,False
232,232,1,True,2.0,4.0,1.0,18.0,3.0,,0.7941176470588235,False,,,,33,3,30,33,0.6451612903225806,0.7419354838709677,True,False
233,233,1,True,3.0,4.0,2.0,18.0,4.0,,0.775,False,,,,39,4,35,39,0.5277777777777778,0.6111111111111112,False,False
234,234,0,True,4.0,2.0,2.0,22.0,5.0,,0.6981132075471698,False,3.0,upper,46.0,52,5,47,52,0.4375,0.5625,True,False
235,235,1,True,3.0,4.0,2.0,18.0,4.0,,0.9302325581395349,False,,,,42,4,38,42,0.6410256410256411,0.717948717948718,True,False
236,236,1,True,8.0,0.0,4.0,25.0,9.0,,0.94,False,,,,49,9,40,49,0.5609756097560976,0.6341463414634146,False,False
237,237,0,False,,,,,,9.0,0.3333333333333333,True,1.0,lower,4.0,26,0,26,26,0.038461538461538464,0.07692307692307693,False,False
238,238,0,False,,,,,,9.0,0.12121212121212122,True,15.0,lower,24.0,32,0,32,32,0.03125,0.03125,False,False
239,239,0,True,2.0,4.0,1.0,18.0,3.0,,0.7450980392156863,False,,,,50,3,47,50,0.5,0.6458333333333334,False,True
240,240,1,True,2.0,4.0,1.0,18.0,3.0,,0.8333333333333334,False,,,,41,3,38,41,0.6153846153846154,0.717948717948718,True,True
241,241,1,True,8.0,0.0,4.0,25.0,9.0,,0.7831325301204819,False,1.0,lower,69.0,82,9,73,82,0.5540540540540541,0.7027027027027027,False,False
242,242,1,True,2.0,4.0,1.0,18.0,3.0,,0.85,False,,,,99,3,96,99,0.7010309278350515,0.7628865979381443,False,False
243,243,0,True,2.0,4.0,1.0,18.0,3.0,,0.8297872340425532,False,,,,46,3,43,46,0.4772727272727273,0.5454545454545454,False,False
244,244,1,False,,,,,,4.0,0.46153846153846156,False,8.0,upper,28.0,64,0,64,64,0.09375,0.203125,False,False
245,245,0,True,2.0,4.0,1.0,18.0,3.0,,0.7727272727272727,False,,,,43,3,40,43,0.4146341463414634,0.4634146341463415,False,True
246,246,1,True,3.0,4.0,2.0,18.0,4.0,,0.8,False,,,,44,4,40,44,0.5853658536585366,0.6829268292682927,False,True
247,247,1,True,5.0,2.0,3.0,22.0,6.0,,0.7804878048780488,False,1.0,upper,16.0,40,6,34,40,0.5714285714285714,0.6571428571428571,True,False
248,248,0,False,,,,,,10.0,0.42857142857142855,False,2.0,upper,5.0,27,0,27,27,0.1111111111111111,0.2222222222222222,False,False
249,249,1,True,8.0,0.0,4.0,25.0,9.0,,0.926829268292683,False,,,,40,9,31,40,0.8125,0.875,True,False
250,250,1,True,3.0,4.0,2.0,18.0,4.0,,0.7872340425531915,False,4.0,lower,15.0,46,4,42,46,0.6046511627906976,0.6976744186046512,False,False
251,251,1,True,7.0,0.0,4.0,25.0,8.0,,0.8970588235294118,False,,,,67,8,59,67,0.6833333333333333,0.7333333333333333,True,False
252,252,1,True,8.0,0.0,5.0,25.0,9.0,,0.9,False,,,,39,9,30,39,0.6774193548387096,0.7741935483870968,False,True
253,253,1,False,,,,,,9.0,0.5303030303030303,False,2.0,upper,51.0,65,0,65,65,0.07692307692307693,0.15384615384615385,False,False
254,254,0,False,,,,,,7.0,0.3333333333333333,True,7.0,upper,28.0,44,0,44,44,0.06818181818181818,0.13636363636363635,False,False
255,255,1,True,2.0,4.0,1.0,18.0,3.0,,0.8163265306122449,False,,,,48,3,45,48,0.6956521739130435,0.7391304347826086,False,False
256,256,1,True,8.0,0.0,4.0,25.0,9.0,,1.0,False,,,,42,9,33,42,0.7647058823529411,0.7941176470588235,True,False
257,257,0,True,4.0,4.0,1.0,18.0,5.0,,0.425,False,,,,39,5,34,39,0.14285714285714285,0.2,False,False
258,258,1,True,11.0,0.0,8.0,25.0,12.0,,0.8166666666666667,False,,,,59,12,47,59,0.6666666666666666,0.7083333333333334,True,True
259,259,1,True,4.0,2.0,2.0,22.0,5.0,,0.8620689655172413,False,,,,57,5,52,57,0.5849056603773585,0.660377358490566,True,False
260,260,1,True,4.0,2.0,2.0,22.0,5.0,,0.8484848484848485,False,,,,32,5,27,32,0.6785714285714286,0.7857142857142857,False,True
261,261,0,False,,,,,,6.0,0.44642857142857145,False,4.0,lower,35.0,55,0,55,55,0.23636363636363636,0.2909090909090909,False,False
262,262,0,False,,,,,,4.0,0.32142857142857145,True,4.0,upper,24.0,27,0,27,27,0.07407407407407407,0.07407407407407407,False,False
263,263,1,True,8.0,0.0,5.0,25.0,9.0,,0.851063829787234,False,,,,46,9,37,46,0.7368421052631579,0.8157894736842105,False,True
264,264,1,True,2.0,4.0,1.0,18.0,3.0,,0.9302325581395349,False,,,,42,3,39,42,0.7,0.75,False,True
265,265,1,True,2.0,4.0,1.0,18.0,3.0,,0.75,False,,,,59,3,56,59,0.543859649122807,0.6491228070175439,False,False
266,266,0,True,4.0,2.0,2.0,22.0,5.0,,0.6511627906976745,False,,,,42,5,37,42,0.5,0.5263157894736842,False,False
267,267,1,True,9.0,0.0,6.0,25.0,10.0,,1.0,False,,,,38,10,28,38,0.7241379310344828,0.896551724137931,False,False
268,268,0,False,,,,,,4.0,0.15151515151515152,True,19.0,lower,22.0,32,0,32,32,0.03125,0.03125,False,False
269,269,0,True,5.0,3.0,3.0,20.0,6.0,,0.6486486486486487,False,1.0,upper,31.0,36,6,30,36,0.41935483870967744,0.5161290322580645,True,False
270,270,0,True,8.0,0.0,4.0,25.0,9.0,,0.7777777777777778,False,,,,26,9,17,26,0.1111111111111111,0.2222222222222222,False,False
271,271,0,False,,,,,,7.0,0.3333333333333333,True,2.0,upper,13.0,26,0,26,26,0.038461538461538464,0.07692307692307693,False,False
272,272,1,True,5.0,2.0,3.0,22.0,6.0,,0.9285714285714286,False,,,,55,6,49,55,0.72,0.78,True,False
273,273,0,True,2.0,4.0,1.0,18.0,3.0,,0.7346938775510204,False,,,,48,3,45,48,0.5652173913043478,0.6304347826086957,False,True
274,274,1,True,3.0,7.0,2.0,12.0,4.0,,0.6909090909090909,False,,,,54,4,50,54,0.5882352941176471,0.6078431372549019,False,False
275,275,0,True,10.0,0.0,7.0,25.0,11.0,,0.7377049180327869,False,,,,60,11,49,60,0.44,0.58,False,False
276,276,0,True,2.0,4.0,1.0,18.0,3.0,,0.6964285714285714,False,,,,55,3,52,55,0.5094339622641509,0.5660377358490566,False,False
277,277,0,False,,,,,,18.0,0.3466666666666667,True,10.0,lower,9.0,74,0,74,74,0.08108108108108109,0.10810810810810811,False,False
278,278,1,True,3.0,4.0,2.0,18.0,4.0,,0.9111111111111111,False,,,,44,4,40,44,0.6829268292682927,0.7804878048780488,False,False
279,279,0,True,4.0,2.0,2.0,22.0,5.0,,0.6521739130434783,False,2.0,lower,43.0,45,5,40,45,0.43902439024390244,0.43902439024390244,False,False
280,280,1,False,,,,,,7.0,0.46153846153846156,False,5.0,upper,41.0,77,0,77,77,0.09090909090909091,0.16883116883116883,False,False
281,281,0,False,,,,,,9.0,0.45614035087719296,False,3.0,lower,52.0,56,0,56,56,0.08928571428571429,0.14285714285714285,False,False
282,282,1,True,3.0,4.0,2.0,18.0,4.0,,0.8448275862068966,False,,,,57,4,53,57,0.6481481481481481,0.7962962962962963,True,False
283,283,1,True,3.0,4.0,2.0,18.0,4.0,,0.7931034482758621,False,,,,57,4,53,57,0.2777777777777778,0.42592592592592593,False,False
284,284,1,True,10.0,0.0,7.0,25.0,11.0,,0.9230769230769231,False,,,,38,11,27,38,0.6785714285714286,0.75,True,False
285,285,0,False,,,,,,7.0,0.3728813559322034,True,6.0,upper,43.0,58,0,58,58,0.1206896551724138,0.13793103448275862,False,False
286,286,0,False,,,,,,13.0,0.45614035087719296,False,5.0,upper,6.0,56,0,56,56,0.19642857142857142,0.26785714285714285,False,False
287,287,0,True,2.0,4.0,1.0,18.0,3.0,,0.7083333333333334,False,3.0,upper,44.0,47,3,44,47,0.4222222222222222,0.5555555555555556,False,True
288,288,1,True,3.0,4.0,2.0,18.0,4.0,,0.8076923076923077,False,,,,51,4,47,51,0.6458333333333334,0.7291666666666666,True,False
289,289,0,False,,,,,,4.0,0.3584905660377358,True,7.0,upper,26.0,52,0,52,52,0.09615384615384616,0.15384615384615385,False,False
290,290,0,False,,,,,,4.0,0.4642857142857143,False,3.0,lower,23.0,55,0,55,55,0.12727272727272726,0.16363636363636364,False,False
291,291,0,True,10.0,0.0,7.0,25.0,11.0,,0.7272727272727273,False,7.0,upper,47.0,54,11,43,54,0.3409090909090909,0.4090909090909091,False,False
292,292,1,True,3.0,4.0,2.0,18.0,4.0,,0.8,False,,,,79,4,75,79,0.631578947368421,0.75,True,False
293,293,1,True,13.0,0.0,9.0,25.0,14.0,,0.9574468085106383,False,,,,46,14,32,46,0.8181818181818182,0.9090909090909091,False,True
294,294,1,False,,,,,,7.0,0.48148148148148145,False,9.0,lower,52.0,80,0,80,80,0.125,0.175,False,False
295,295,1,True,3.0,6.0,2.0,14.0,4.0,,0.918918918918919,False,,,,36,4,32,36,0.7878787878787878,0.7878787878787878,True,True
296,296,1,False,,,,,,3.0,0.5714285714285714,False,6.0,lower,48.0,69,0,69,69,0.2028985507246377,0.2753623188405797,False,False
297,297,0,True,6.0,0.0,3.0,25.0,7.0,,0.7936507936507936,False,4.0,upper,60.0,62,7,55,62,0.5714285714285714,0.5892857142857143,True,False
298,298,0,True,3.0,6.0,0.0,14.0,4.0,,0.6530612244897959,False,,,,48,4,44,48,0.3111111111111111,0.4222222222222222,False,False
299,299,0,True,9.0,0.0,6.0,25.0,10.0,,0.6666666666666666,False,4.0,upper,25.0,50,10,40,50,0.3170731707317073,0.36585365853658536,False,False
300,300,0,False,,,,,,5.0,0.2542372881355932,True,6.0,lower,14.0,58,0,58,58,0.10344827586206896,0.15517241379310345,False,False
301,301,1,False,,,,,,13.0,0.46153846153846156,False,5.0,lower,6.0,51,0,51,51,0.1568627450980392,0.17647058823529413,False,False
302,302,1,True,5.0,2.0,3.0,22.0,6.0,,0.9787234042553191,False,,,,46,6,40,46,0.8048780487804879,0.8292682926829268,False,False
303,303,1,True,8.0,0.0,5.0,25.0,9.0,,0.9056603773584906,False,,,,52,9,43,52,0.7272727272727273,0.8409090909090909,True,True
304,304,0,True,5.0,2.0,3.0,22.0,6.0,,0.8688524590163934,False,,,,60,6,54,60,0.4727272727272727,0.6909090909090909,False,True
305,305,1,True,15.0,0.0,11.0,25.0,16.0,,0.8,False,,,,69,16,53,69,0.6296296296296297,0.6296296296296297,True,False
306,306,1,True,10.0,0.0,7.0,25.0,11.0,,0.8571428571428571,False,,,,41,11,30,41,0.7096774193548387,0.7741935483870968,False,False
307,307,0,True,2.0,4.0,1.0,18.0,3.0,,0.30303030303030304,True,18.0,upper,23.0,32,3,29,32,0.23333333333333334,0.23333333333333334,False,False
308,308,1,True,7.0,1.0,4.0,24.0,8.0,,0.9333333333333333,False,,,,44,8,36,44,0.7297297297297297,0.8378378378378378,False,False
309,309,1,True,2.0,4.0,1.0,18.0,3.0,,0.77,False,,,,99,3,96,99,0.6907216494845361,0.711340206185567,True,False
310,310,1,True,8.0,0.0,5.0,25.0,9.0,,0.9090909090909091,False,,,,54,9,45,54,0.6086956521739131,0.717391304347826,False,False
311,311,1,True,10.0,0.0,7.0,25.0,11.0,,0.7428571428571429,False,4.0,lower,67.0,69,11,58,69,0.5932203389830508,0.6440677966101694,False,True
312,312,0,False,,,,,,4.0,0.46153846153846156,False,2.0,lower,16.0,38,0,38,38,0.21052631578947367,0.2894736842105263,False,False
313,313,0,False,,,,,,14.0,0.26666666666666666,True,7.0,upper,35.0,44,0,44,44,0.022727272727272728,0.06818181818181818,False,False
314,314,1,True,6.0,0.0,3.0,25.0,7.0,,0.8431372549019608,False,,,,50,7,43,50,0.6136363636363636,0.7045454545454546,False,False
315,315,0,False,,,,,,8.0,0.34210526315789475,True,1.0,upper,22.0,37,0,37,37,0.16216216216216217,0.21621621621621623,False,False
316,316,0,True,4.0,2.0,2.0,22.0,5.0,,0.7,False,1.0,lower,39.0,49,5,44,49,0.5555555555555556,0.5777777777777777,False,False
317,317,1,False,,,,,,5.0,0.4,False,3.0,lower,45.0,49,0,49,49,0.12244897959183673,0.16326530612244897,False,False
318,318,0,True,3.0,6.0,2.0,14.0,4.0,,0.6470588235294118,False,,,,50,4,46,50,0.48936170212765956,0.574468085106383,False,True
319,319,1,True,3.0,4.0,2.0,18.0,4.0,,0.92,False,,,,49,4,45,49,0.5652173913043478,0.6304347826086957,False,True
320,320,1,True,3.0,4.0,2.0,18.0,4.0,,0.9512195121951219,False,,,,40,4,36,40,0.6756756756756757,0.7027027027027027,True,False
321,321,1,True,9.0,0.0,6.0,25.0,10.0,,0.8723404255319149,False,,,,46,10,36,46,0.6756756756756757,0.7297297297297297,True,False
322,322,0,False,,,,,,5.0,0.2857142857142857,True,1.0,upper,24.0,27,0,27,27,0.1111111111111111,0.14814814814814814,False,False
323,323,0,True,4.0,2.0,2.0,22.0,5.0,,0.4482758620689655,False,3.0,lower,15.0,57,5,52,57,0.33962264150943394,0.39622641509433965,False,False
324,324,1,True,7.0,2.0,5.0,22.0,8.0,,0.9032258064516129,False,,,,61,8,53,61,0.6111111111111112,0.7222222222222222,True,True
325,325,0,False,,,,,,24.0,0.21052631578947367,True,16.0,lower,12.0,37,0,37,37,0.10810810810810811,0.10810810810810811,False,False
326,326,0,False,,,,,,3.0,0.4782608695652174,False,3.0,lower,33.0,45,0,45,45,0.15555555555555556,0.2222222222222222,False,False
327,327,1,True,6.0,0.0,3.0,25.0,7.0,,0.8888888888888888,False,,,,53,7,46,53,0.6170212765957447,0.7021276595744681,False,True
328,328,1,True,2.0,4.0,1.0,18.0,3.0,,0.6944444444444444,False,4.0,lower,69.0,71,3,68,71,0.4927536231884058,0.5942028985507246,True,False
329,329,1,True,3.0,4.0,2.0,18.0,4.0,,0.8653846153846154,False,,,,51,4,47,51,0.5833333333333334,0.6666666666666666,False,False
330,330,0,False,,,,,,5.0,0.32558139534883723,True,13.0,upper,18.0,42,0,42,42,0.2619047619047619,0.2857142857142857,False,False
331,331,0,False,,,,,,6.0,0.4782608695652174,False,3.0,lower,30.0,45,0,45,45,0.08888888888888889,0.17777777777777778,False,False
332,332,1,True,3.0,5.0,2.0,16.0,4.0,,0.8611111111111112,False,,,,35,4,31,35,0.625,0.6875,True,False
333,333,1,True,2.0,4.0,1.0,18.0,3.0,,0.9361702127659575,False,,,,46,3,43,46,0.6363636363636364,0.7045454545454546,False,True
334,334,0,True,3.0,5.0,2.0,16.0,4.0,,0.7142857142857143,False,,,,48,4,44,48,0.4888888888888889,0.6,False,False
335,335,0,False,,,,,,6.0,0.4032258064516129,False,2.0,upper,47.0,61,0,61,61,0.11475409836065574,0.13114754098360656,False,False
336,336,1,True,4.0,2.0,2.0,22.0,5.0,,0.9487179487179487,False,,,,38,5,33,38,0.6176470588235294,0.7352941176470589,False,False
337,337,0,True,2.0,4.0,1.0,18.0,3.0,,0.5,False,5.0,upper,44.0,57,3,54,57,0.14545454545454545,0.16363636363636364,False,False
338,338,1,True,8.0,0.0,4.0,25.0,9.0,,0.8035714285714286,False,,,,55,9,46,55,0.5531914893617021,0.6808510638297872,False,False
339,339,1,True,12.0,0.0,8.0,25.0,13.0,,0.8974358974358975,False,,,,38,13,25,38,0.7692307692307693,0.8076923076923077,False,False
340,340,1,True,6.0,0.0,3.0,25.0,7.0,,0.8461538461538461,False,3.0,upper,27.0,90,7,83,90,0.6904761904761905,0.7380952380952381,True,False
341,341,0,False,,,,,,5.0,0.32432432432432434,True,2.0,lower,30.0,36,0,36,36,0.08333333333333333,0.1111111111111111,False,False
342,342,0,False,,,,,,2.0,0.4166666666666667,False,,,,35,0,35,35,0.2,0.3142857142857143,False,False
343,343,1,False,,,,,,21.0,0.76,False,13.0,lower,10.0,99,0,99,99,0.5959595959595959,0.6262626262626263,True,False
344,344,1,True,5.0,2.0,3.0,22.0,6.0,,0.9622641509433962,False,,,,52,6,46,52,0.8085106382978723,0.8936170212765957,True,False
345,345,0,False,,,,,,5.0,0.3333333333333333,True,3.0,lower,17.0,50,0,50,50,0.18,0.2,False,False
346,346,0,True,8.0,0.0,5.0,25.0,9.0,,0.8,False,,,,49,9,40,49,0.4878048780487805,0.5609756097560976,False,True
347,347,1,True,4.0,2.0,2.0,22.0,5.0,,0.7894736842105263,False,3.0,lower,19.0,56,5,51,56,0.6153846153846154,0.7307692307692307,False,True
348,348,0,False,,,,,,5.0,0.36666666666666664,True,2.0,upper,14.0,29,0,29,29,0.06896551724137931,0.13793103448275862,False,False
349,349,1,True,8.0,0.0,5.0,25.0,9.0,,0.8867924528301887,False,,,,52,9,43,52,0.6363636363636364,0.7727272727272727,True,True
350,350,0,False,,,,,,8.0,0.42592592592592593,False,3.0,lower,50.0,53,0,53,53,0.11320754716981132,0.22641509433962265,False,False
351,351,1,False,,,,,,6.0,0.74,False,4.0,lower,23.0,99,0,99,99,0.6161616161616161,0.6464646464646465,False,False
352,352,0,False,,,,,,11.0,0.41935483870967744,False,4.0,lower,6.0,61,0,61,61,0.19672131147540983,0.26229508196721313,False,False
353,353,0,False,,,,,,11.0,0.4,False,3.0,upper,5.0,49,0,49,49,0.08163265306122448,0.12244897959183673,False,False
354,354,0,False,,,,,,8.0,0.42,False,2.0,lower,30.0,49,0,49,49,0.1836734693877551,0.20408163265306123,False,False
355,355,1,True,14.0,0.0,11.0,25.0,15.0,,1.0,False,,,,38,15,23,38,0.7916666666666666,0.9166666666666666,True,True
356,356,0,True,27.0,0.0,23.0,25.0,28.0,,0.8166666666666667,False,1.0,upper,44.0,59,28,31,59,0.625,0.65625,False,False
357,357,1,True,4.0,2.0,2.0,22.0,5.0,,0.8055555555555556,False,,,,35,5,30,35,0.5483870967741935,0.6451612903225806,True,False
358,358,1,True,15.0,0.0,11.0,25.0,16.0,,1.0,False,,,,99,16,83,99,0.75,0.7976190476190477,True,False
359,359,1,True,7.0,0.0,4.0,25.0,8.0,,0.7205882352941176,False,3.0,upper,62.0,67,8,59,67,0.5,0.6,False,False
360,360,0,True,5.0,2.0,3.0,22.0,6.0,,0.6923076923076923,False,3.0,upper,57.0,64,6,58,64,0.4406779661016949,0.5084745762711864,False,False
361,361,0,True,8.0,0.0,5.0,25.0,9.0,,0.7115384615384616,False,1.0,upper,47.0,51,9,42,51,0.5348837209302325,0.5581395348837209,False,False
362,362,0,True,7.0,0.0,4.0,25.0,8.0,,0.7037037037037037,False,,,,53,8,45,53,0.43478260869565216,0.4782608695652174,False,False
363,363,0,True,20.0,0.0,17.0,25.0,21.0,,0.5633802816901409,False,19.0,upper,59.0,70,21,49,70,0.36,0.38,False,False
364,364,0,True,10.0,0.0,7.0,25.0,11.0,,0.9166666666666666,False,,,,35,11,24,35,0.36,0.64,False,False
365,365,1,True,2.0,4.0,1.0,18.0,3.0,,0.640625,False,2.0,lower,26.0,63,3,60,63,0.5245901639344263,0.5737704918032787,False,True
366,366,0,True,3.0,4.0,2.0,18.0,4.0,,0.5,False,6.0,upper,17.0,43,4,39,43,0.35,0.4,False,False
367,367,0,False,,,,,,20.0,0.39622641509433965,True,12.0,lower,10.0,52,0,52,52,0.07692307692307693,0.1346153846153846,False,False
