,idx,class_label,presence_terminal_loop,start_loop_upperhalf_col,highest_point_loop_upperhalf_row,highest_point_loop_upperhalf_col,loop_length,loop_width,gap_start,palindrome_score,asymmetric,large_asymmetric_bulge,largest_asym_bulge_strand_location,largest_asym_bulge_sequence_location,stem_begin,stem_end,stem_length,total_length,base_pairs_in_stem,base_pairs_wobbles_in_stem,AU_pair_begin_maturemiRNA,UGU
12612,12612,1,True,5.0,4.0,4.0,18.0,6.0,,0.91,False,,,,99,6,93,99,0.7872340425531915,0.8085106382978723,True,True
12613,12613,0,True,9.0,0.0,6.0,25.0,10.0,,0.6774193548387096,False,2.0,upper,42.0,61,10,51,61,0.4807692307692308,0.5576923076923077,False,False
12614,12614,1,False,,,,,,3.0,0.54,False,7.0,upper,15.0,99,0,99,99,0.23232323232323232,0.30303030303030304,False,False
12615,12615,1,True,13.0,0.0,9.0,25.0,14.0,,0.9,False,,,,39,14,25,39,0.7692307692307693,0.8076923076923077,True,False
12616,12616,0,True,6.0,0.0,3.0,25.0,7.0,,0.7096774193548387,False,2.0,upper,20.0,30,7,23,30,0.2916666666666667,0.3333333333333333,False,False
12617,12617,1,True,11.0,0.0,7.0,25.0,12.0,,0.8888888888888888,False,,,,35,12,23,35,0.75,0.8333333333333334,False,True
12618,12618,1,True,17.0,0.0,14.0,25.0,18.0,,0.9807692307692307,False,,,,51,18,33,51,0.7058823529411765,0.7352941176470589,True,False
12619,12619,1,False,,,,,,11.0,0.52,False,14.0,upper,43.0,99,0,99,99,0.3434343434343434,0.3838383838383838,True,False
12620,12620,1,False,,,,,,8.0,0.2786885245901639,True,7.0,lower,18.0,60,0,60,60,0.08333333333333333,0.11666666666666667,False,False
12621,12621,1,False,,,,,,15.0,0.3050847457627119,True,7.0,lower,7.0,58,0,58,58,0.13793103448275862,0.1724137931034483,False,False
12622,12622,0,True,3.0,4.0,2.0,18.0,4.0,,0.6612903225806451,False,11.0,lower,48.0,61,4,57,61,0.3620689655172414,0.4827586206896552,False,True
12623,12623,1,True,9.0,0.0,5.0,25.0,10.0,,1.0,False,,,,38,10,28,38,0.6551724137931034,0.8275862068965517,False,True
12624,12624,1,True,5.0,4.0,4.0,18.0,6.0,,0.8924731182795699,False,,,,92,6,86,92,0.8275862068965517,0.8620689655172413,False,False
12625,12625,1,True,4.0,2.0,2.0,22.0,5.0,,0.704225352112676,False,1.0,upper,47.0,70,5,65,70,0.6060606060606061,0.6666666666666666,False,False
12626,12626,0,True,12.0,0.0,9.0,25.0,13.0,,0.6451612903225806,False,5.0,lower,29.0,61,13,48,61,0.3673469387755102,0.4897959183673469,False,False
12627,12627,0,False,,,,,,8.0,0.5208333333333334,False,2.0,upper,43.0,47,0,47,47,0.1702127659574468,0.23404255319148937,False,False
12628,12628,1,True,6.0,0.0,3.0,25.0,7.0,,0.8363636363636363,False,,,,54,7,47,54,0.5416666666666666,0.6875,True,False
12629,12629,0,False,,,,,,6.0,0.25,True,10.0,lower,19.0,63,0,63,63,0.09523809523809523,0.15873015873015872,False,False
12630,12630,1,True,10.0,0.0,7.0,25.0,11.0,,0.9803921568627451,False,,,,50,11,39,50,0.75,0.85,False,False
12631,12631,1,True,5.0,2.0,3.0,22.0,6.0,,0.7297297297297297,False,,,,36,6,30,36,0.5483870967741935,0.6451612903225806,True,False
12632,12632,0,True,4.0,2.0,2.0,22.0,5.0,,0.7142857142857143,False,,,,41,5,36,41,0.35135135135135137,0.3783783783783784,True,False
12633,12633,0,False,,,,,,6.0,0.36507936507936506,True,3.0,lower,37.0,62,0,62,62,0.08064516129032258,0.12903225806451613,False,False
12634,12634,1,True,3.0,4.0,2.0,18.0,4.0,,0.8292682926829268,False,1.0,lower,11.0,40,4,36,40,0.6756756756756757,0.7837837837837838,True,True
12635,12635,0,True,9.0,0.0,5.0,25.0,10.0,,0.8269230769230769,False,,,,51,10,41,51,0.5476190476190477,0.6190476190476191,True,True
12636,12636,0,False,,,,,,9.0,0.10869565217391304,True,16.0,upper,36.0,45,0,45,45,0.022222222222222223,0.1111111111111111,False,False
12637,12637,1,True,7.0,0.0,4.0,25.0,8.0,,0.8,False,,,,59,8,51,59,0.6538461538461539,0.75,False,True
12638,12638,0,True,9.0,0.0,6.0,25.0,10.0,,0.5897435897435898,False,10.0,upper,33.0,38,10,28,38,0.2413793103448276,0.3448275862068966,False,False
12639,12639,1,True,15.0,0.0,11.0,25.0,16.0,,0.9285714285714286,False,,,,69,16,53,69,0.7222222222222222,0.8148148148148148,False,False
12640,12640,1,True,11.0,0.0,8.0,25.0,12.0,,0.8333333333333334,False,,,,59,12,47,59,0.625,0.6875,False,False
12641,12641,1,True,3.0,4.0,2.0,18.0,4.0,,0.59,False,2.0,upper,84.0,99,4,95,99,0.13541666666666666,0.2604166666666667,False,False
12642,12642,1,True,3.0,4.0,2.0,18.0,4.0,,0.9342105263157895,False,,,,75,4,71,75,0.6527777777777778,0.7638888888888888,True,False
12643,12643,1,True,10.0,0.0,7.0,25.0,11.0,,0.8541666666666666,False,,,,47,11,36,47,0.6756756756756757,0.7567567567567568,False,False
12644,12644,0,True,2.0,4.0,1.0,18.0,3.0,,0.6428571428571429,False,1.0,lower,40.0,41,3,38,41,0.4358974358974359,0.48717948717948717,False,False
12645,12645,0,True,5.0,4.0,3.0,18.0,6.0,,0.7111111111111111,False,4.0,lower,26.0,44,6,38,44,0.28205128205128205,0.3333333333333333,False,False
12646,12646,0,False,,,,,,4.0,0.1388888888888889,True,18.0,lower,24.0,35,0,35,35,0.02857142857142857,0.02857142857142857,False,False
12647,12647,1,True,6.0,0.0,3.0,25.0,7.0,,0.972972972972973,False,,,,36,7,29,36,0.8,0.8666666666666667,True,True
12648,12648,0,False,,,,,,6.0,0.36363636363636365,True,,,,21,0,21,21,0.23809523809523808,0.23809523809523808,False,False
12649,12649,1,False,,,,,,15.0,0.43103448275862066,False,7.0,upper,7.0,57,0,57,57,0.15789473684210525,0.19298245614035087,False,False
12650,12650,0,False,,,,,,6.0,0.421875,False,6.0,lower,31.0,63,0,63,63,0.15873015873015872,0.19047619047619047,False,False
12651,12651,1,True,3.0,7.0,2.0,12.0,4.0,,0.9722222222222222,False,,,,35,4,31,35,0.6875,0.78125,True,False
12652,12652,1,True,5.0,2.0,3.0,22.0,6.0,,0.8,False,1.0,lower,51.0,54,6,48,54,0.6122448979591837,0.673469387755102,False,True
12653,12653,0,False,,,,,,7.0,0.4523809523809524,False,,,,41,0,41,41,0.0975609756097561,0.21951219512195122,False,False
12654,12654,0,True,5.0,2.0,3.0,22.0,6.0,,0.74,False,,,,49,6,43,49,0.5909090909090909,0.6363636363636364,False,True
12655,12655,1,False,,,,,,3.0,0.34,True,13.0,upper,88.0,99,0,99,99,0.06060606060606061,0.09090909090909091,False,False
12656,12656,1,True,8.0,0.0,4.0,25.0,9.0,,0.6938775510204082,False,,,,48,9,39,48,0.55,0.575,False,True
12657,12657,1,True,7.0,0.0,4.0,25.0,8.0,,0.75,False,,,,35,8,27,35,0.42857142857142855,0.5357142857142857,False,False
12658,12658,0,False,,,,,,4.0,0.3620689655172414,True,7.0,lower,44.0,57,0,57,57,0.12280701754385964,0.17543859649122806,False,False
12659,12659,0,True,12.0,0.0,9.0,25.0,13.0,,0.5692307692307692,False,10.0,upper,58.0,64,13,51,64,0.38461538461538464,0.40384615384615385,False,False
12660,12660,0,True,3.0,5.0,2.0,16.0,4.0,,0.7142857142857143,False,4.0,lower,42.0,48,4,44,48,0.4444444444444444,0.5333333333333333,True,False
12661,12661,1,True,12.0,0.0,9.0,25.0,13.0,,0.9019607843137255,False,,,,50,13,37,50,0.6842105263157895,0.7368421052631579,True,False
12662,12662,0,True,2.0,4.0,1.0,18.0,3.0,,0.6428571428571429,False,9.0,lower,50.0,55,3,52,55,0.37735849056603776,0.4339622641509434,False,False
12663,12663,1,True,3.0,4.0,2.0,18.0,4.0,,0.8194444444444444,False,,,,71,4,67,71,0.6617647058823529,0.7058823529411765,False,False
12664,12664,0,True,5.0,2.0,3.0,22.0,6.0,,0.5652173913043478,False,6.0,upper,40.0,45,6,39,45,0.425,0.5,True,True
12665,12665,1,False,,,,,,8.0,0.5,False,3.0,lower,5.0,65,0,65,65,0.09230769230769231,0.15384615384615385,False,False
12666,12666,1,True,13.0,0.0,10.0,25.0,14.0,,0.7407407407407407,False,6.0,upper,49.0,53,14,39,53,0.55,0.625,True,False
12667,12667,1,True,5.0,2.0,3.0,22.0,6.0,,0.85,False,,,,39,6,33,39,0.6470588235294118,0.7647058823529411,False,False
12668,12668,0,True,8.0,0.0,4.0,25.0,9.0,,0.5740740740740741,False,9.0,lower,46.0,53,9,44,53,0.4,0.4888888888888889,True,False
12669,12669,0,True,7.0,0.0,4.0,25.0,8.0,,0.6346153846153846,False,5.0,lower,32.0,51,8,43,51,0.4318181818181818,0.5227272727272727,False,False
12670,12670,1,True,5.0,3.0,3.0,20.0,6.0,,0.765625,False,,,,63,6,57,63,0.5689655172413793,0.6724137931034483,False,False
12671,12671,1,True,2.0,4.0,1.0,18.0,3.0,,1.0,False,,,,33,3,30,33,0.7419354838709677,0.9354838709677419,True,False
12672,12672,0,True,5.0,2.0,3.0,22.0,6.0,,0.7959183673469388,False,1.0,upper,18.0,48,6,42,48,0.3488372093023256,0.4186046511627907,False,True
12673,12673,0,False,,,,,,2.0,0.391304347826087,True,8.0,lower,16.0,45,0,45,45,0.17777777777777778,0.17777777777777778,False,False
12674,12674,1,True,3.0,4.0,2.0,18.0,4.0,,1.0,False,,,,56,4,52,56,0.8490566037735849,0.9245283018867925,True,False
12675,12675,0,True,3.0,4.0,2.0,18.0,4.0,,0.7380952380952381,False,,,,41,4,37,41,0.5,0.6578947368421053,False,True
12676,12676,0,True,5.0,2.0,3.0,22.0,6.0,,0.7272727272727273,False,,,,43,6,37,43,0.47368421052631576,0.5526315789473685,False,False
12677,12677,1,True,7.0,2.0,5.0,22.0,8.0,,0.7333333333333333,False,,,,44,8,36,44,0.5135135135135135,0.6216216216216216,True,True
12678,12678,1,True,4.0,2.0,2.0,22.0,5.0,,0.8533333333333334,False,2.0,lower,39.0,74,5,69,74,0.5857142857142857,0.7142857142857143,True,False
12679,12679,0,False,,,,,,4.0,0.34328358208955223,True,12.0,lower,20.0,66,0,66,66,0.09090909090909091,0.12121212121212122,False,False
12680,12680,0,True,3.0,4.0,2.0,18.0,4.0,,0.6136363636363636,False,4.0,upper,40.0,43,4,39,43,0.45,0.525,False,False
12681,12681,0,False,,,,,,13.0,0.325,True,5.0,lower,6.0,39,0,39,39,0.1282051282051282,0.15384615384615385,False,False
12682,12682,1,False,,,,,,5.0,0.515625,False,2.0,lower,51.0,63,0,63,63,0.19047619047619047,0.30158730158730157,False,False
12683,12683,1,True,25.0,0.0,22.0,25.0,26.0,,0.859375,False,,,,63,26,37,63,0.6578947368421053,0.6842105263157895,False,False
12684,12684,1,True,11.0,0.0,7.0,25.0,12.0,,0.9148936170212766,False,,,,46,12,34,46,0.6285714285714286,0.8571428571428571,True,True
12685,12685,0,True,2.0,4.0,1.0,18.0,3.0,,0.4666666666666667,False,13.0,lower,23.0,74,3,71,74,0.1388888888888889,0.19444444444444445,True,False
12686,12686,1,False,,,,,,7.0,0.6666666666666666,False,3.0,lower,18.0,59,0,59,59,0.5254237288135594,0.6271186440677966,True,False
12687,12687,1,True,6.0,0.0,3.0,25.0,7.0,,0.9117647058823529,False,,,,33,7,26,33,0.7777777777777778,0.8518518518518519,True,True
12688,12688,1,True,2.0,4.0,1.0,18.0,3.0,,0.8723404255319149,False,,,,46,3,43,46,0.7045454545454546,0.7954545454545454,True,False
12689,12689,1,True,9.0,0.0,6.0,25.0,10.0,,0.8536585365853658,False,,,,40,10,30,40,0.6129032258064516,0.6774193548387096,True,False
12690,12690,0,False,,,,,,7.0,0.43478260869565216,False,1.0,upper,41.0,45,0,45,45,0.15555555555555556,0.17777777777777778,True,False
12691,12691,1,True,6.0,0.0,3.0,25.0,7.0,,0.8260869565217391,False,,,,45,7,38,45,0.6153846153846154,0.7435897435897436,True,False
12692,12692,0,False,,,,,,7.0,0.47368421052631576,False,2.0,lower,5.0,37,0,37,37,0.10810810810810811,0.1891891891891892,False,False
12693,12693,1,True,11.0,0.0,8.0,25.0,12.0,,0.9259259259259259,False,,,,53,12,41,53,0.6666666666666666,0.8095238095238095,False,True
12694,12694,0,True,7.0,0.0,4.0,25.0,8.0,,0.6923076923076923,False,5.0,upper,34.0,51,8,43,51,0.2727272727272727,0.3409090909090909,False,False
12695,12695,0,False,,,,,,5.0,0.391304347826087,True,2.0,upper,23.0,45,0,45,45,0.022222222222222223,0.06666666666666667,False,False
12696,12696,0,True,16.0,0.0,12.0,25.0,17.0,,0.8939393939393939,False,,,,65,17,48,65,0.4897959183673469,0.5714285714285714,True,True
12697,12697,1,True,16.0,0.0,13.0,25.0,17.0,,0.8548387096774194,False,,,,61,17,44,61,0.6222222222222222,0.7777777777777778,False,True
12698,12698,1,True,11.0,0.0,8.0,25.0,12.0,,0.8909090909090909,False,,,,54,12,42,54,0.5813953488372093,0.6744186046511628,False,False
12699,12699,1,True,11.0,0.0,8.0,25.0,12.0,,0.8627450980392157,False,,,,50,12,38,50,0.5384615384615384,0.6923076923076923,False,True
12700,12700,1,True,2.0,4.0,1.0,18.0,3.0,,0.8723404255319149,False,,,,46,3,43,46,0.7045454545454546,0.7727272727272727,True,True
12701,12701,0,True,4.0,2.0,2.0,22.0,5.0,,0.6896551724137931,False,5.0,upper,47.0,57,5,52,57,0.3584905660377358,0.5283018867924528,True,False
12702,12702,1,True,7.0,0.0,4.0,25.0,8.0,,0.8461538461538461,False,,,,38,8,30,38,0.5483870967741935,0.7741935483870968,False,False
12703,12703,1,True,3.0,4.0,2.0,18.0,4.0,,0.6078431372549019,False,8.0,lower,46.0,50,4,46,50,0.5106382978723404,0.5319148936170213,True,False
12704,12704,0,False,,,,,,4.0,0.34146341463414637,True,10.0,lower,25.0,40,0,40,40,0.075,0.15,False,False
12705,12705,0,False,,,,,,9.0,0.5074626865671642,False,1.0,upper,4.0,66,0,66,66,0.2727272727272727,0.2878787878787879,True,False
12706,12706,0,True,9.0,0.0,6.0,25.0,10.0,,0.8301886792452831,False,,,,52,10,42,52,0.46511627906976744,0.5581395348837209,False,True
12707,12707,1,True,6.0,0.0,3.0,25.0,7.0,,0.8507462686567164,False,,,,66,7,59,66,0.6666666666666666,0.7666666666666667,True,False
12708,12708,0,False,,,,,,7.0,0.3684210526315789,True,1.0,lower,41.0,56,0,56,56,0.07142857142857142,0.08928571428571429,False,False
12709,12709,1,True,8.0,0.0,5.0,25.0,9.0,,0.7708333333333334,False,,,,47,9,38,47,0.6410256410256411,0.6923076923076923,True,True
12710,12710,0,False,,,,,,3.0,0.2962962962962963,True,7.0,upper,22.0,26,0,26,26,0.038461538461538464,0.07692307692307693,False,False
12711,12711,0,True,9.0,0.0,6.0,25.0,10.0,,0.7368421052631579,False,1.0,lower,34.0,56,10,46,56,0.44680851063829785,0.5106382978723404,False,False
12712,12712,0,False,,,,,,6.0,0.3829787234042553,True,,,,46,0,46,46,0.10869565217391304,0.10869565217391304,False,False
12713,12713,1,True,18.0,0.0,15.0,25.0,19.0,,0.9491525423728814,False,,,,58,19,39,58,0.7,0.8,True,False
12714,12714,0,False,,,,,,3.0,0.30952380952380953,True,6.0,upper,38.0,41,0,41,41,0.024390243902439025,0.12195121951219512,False,False
12715,12715,0,False,,,,,,4.0,0.36923076923076925,True,6.0,upper,26.0,64,0,64,64,0.1875,0.234375,False,False
12716,12716,1,True,2.0,4.0,1.0,18.0,3.0,,0.7368421052631579,False,,,,37,3,34,37,0.6857142857142857,0.7142857142857143,False,False
12717,12717,0,False,,,,,,4.0,0.5094339622641509,False,1.0,upper,14.0,52,0,52,52,0.09615384615384616,0.23076923076923078,False,False
12718,12718,0,False,,,,,,5.0,0.5833333333333334,False,,,,35,0,35,35,0.05714285714285714,0.05714285714285714,False,False
12719,12719,0,True,3.0,6.0,0.0,14.0,4.0,,0.631578947368421,False,1.0,lower,50.0,56,4,52,56,0.49056603773584906,0.5660377358490566,False,False
12720,12720,1,False,,,,,,15.0,0.34,True,7.0,upper,7.0,99,0,99,99,0.06060606060606061,0.13131313131313133,False,False
12721,12721,1,True,6.0,0.0,3.0,25.0,7.0,,0.8787878787878788,False,,,,32,7,25,32,0.6538461538461539,0.6923076923076923,True,False
12722,12722,1,True,6.0,0.0,3.0,25.0,7.0,,0.8717948717948718,False,,,,38,7,31,38,0.84375,0.84375,True,False
12723,12723,0,True,4.0,2.0,2.0,22.0,5.0,,0.5616438356164384,False,13.0,upper,65.0,72,5,67,72,0.36764705882352944,0.4117647058823529,False,True
12724,12724,1,True,5.0,2.0,3.0,22.0,6.0,,0.8095238095238095,False,,,,41,6,35,41,0.5555555555555556,0.7222222222222222,False,False
12725,12725,1,True,16.0,0.0,13.0,25.0,17.0,,0.9215686274509803,False,,,,50,17,33,50,0.7352941176470589,0.8235294117647058,False,True
12726,12726,0,True,5.0,2.0,3.0,22.0,6.0,,0.6122448979591837,False,,,,48,6,42,48,0.4418604651162791,0.5116279069767442,False,False
12727,12727,1,True,6.0,0.0,3.0,25.0,7.0,,0.8870967741935484,False,,,,61,7,54,61,0.6181818181818182,0.7636363636363637,False,True
12728,12728,1,True,3.0,4.0,2.0,18.0,4.0,,0.8653846153846154,False,,,,51,4,47,51,0.5833333333333334,0.6458333333333334,False,False
12729,12729,1,True,2.0,4.0,1.0,18.0,3.0,,0.8974358974358975,False,,,,38,3,35,38,0.6944444444444444,0.8611111111111112,True,False
12730,12730,1,False,,,,,,10.0,0.44594594594594594,False,4.0,upper,67.0,73,0,73,73,0.1095890410958904,0.1643835616438356,False,False
12731,12731,0,False,,,,,,5.0,0.36065573770491804,True,6.0,lower,39.0,60,0,60,60,0.13333333333333333,0.13333333333333333,False,False
12732,12732,0,False,,,,,,27.0,0.203125,True,19.0,upper,13.0,63,0,63,63,0.047619047619047616,0.06349206349206349,False,False
12733,12733,0,False,,,,,,4.0,0.41304347826086957,False,5.0,lower,17.0,45,0,45,45,0.022222222222222223,0.08888888888888889,False,False
12734,12734,0,False,,,,,,3.0,0.4864864864864865,False,5.0,lower,15.0,36,0,36,36,0.05555555555555555,0.1111111111111111,False,False
12735,12735,1,False,,,,,,13.0,0.43661971830985913,False,9.0,upper,59.0,70,0,70,70,0.17142857142857143,0.22857142857142856,False,False
12736,12736,0,False,,,,,,7.0,0.375,True,2.0,lower,17.0,31,0,31,31,0.22580645161290322,0.2903225806451613,True,False
12737,12737,1,True,12.0,0.0,9.0,25.0,13.0,,0.8717948717948718,False,,,,38,13,25,38,0.5384615384615384,0.7692307692307693,False,True
12738,12738,0,True,4.0,2.0,2.0,22.0,5.0,,0.6078431372549019,False,,,,50,5,45,50,0.43478260869565216,0.5434782608695652,False,False
12739,12739,0,False,,,,,,12.0,0.24242424242424243,True,4.0,upper,6.0,32,0,32,32,0.0,0.03125,False,False
12740,12740,1,True,9.0,0.0,6.0,25.0,10.0,,0.8285714285714286,False,,,,34,10,24,34,0.6,0.68,True,True
12741,12741,1,True,5.0,2.0,3.0,22.0,6.0,,0.8166666666666667,False,,,,59,6,53,59,0.5925925925925926,0.7222222222222222,False,False
12742,12742,1,True,3.0,7.0,2.0,12.0,4.0,,0.7894736842105263,False,9.0,lower,26.0,75,4,71,75,0.6111111111111112,0.6805555555555556,False,False
12743,12743,1,True,8.0,0.0,5.0,25.0,9.0,,0.9508196721311475,False,,,,60,9,51,60,0.6730769230769231,0.75,False,True
12744,12744,1,True,5.0,2.0,3.0,22.0,6.0,,0.9,False,,,,49,6,43,49,0.7272727272727273,0.8409090909090909,True,False
12745,12745,0,True,4.0,2.0,2.0,22.0,5.0,,0.6226415094339622,False,2.0,lower,51.0,52,5,47,52,0.5416666666666666,0.5833333333333334,False,False
12746,12746,0,True,20.0,0.0,17.0,25.0,21.0,,0.8269230769230769,False,,,,51,21,30,51,0.3225806451612903,0.3870967741935484,False,False
12747,12747,1,True,4.0,2.0,2.0,22.0,5.0,,0.8367346938775511,False,,,,48,5,43,48,0.6590909090909091,0.7727272727272727,False,True
12748,12748,0,True,3.0,4.0,2.0,18.0,4.0,,0.660377358490566,False,2.0,lower,31.0,52,4,48,52,0.2857142857142857,0.40816326530612246,True,False
12749,12749,1,True,3.0,4.0,2.0,18.0,4.0,,0.8045977011494253,False,,,,86,4,82,86,0.6265060240963856,0.6867469879518072,True,False
12750,12750,1,True,5.0,2.0,3.0,22.0,6.0,,0.92,False,,,,49,6,43,49,0.6818181818181818,0.75,True,False
12751,12751,0,False,,,,,,7.0,0.4418604651162791,False,,,,42,0,42,42,0.023809523809523808,0.047619047619047616,False,False
12752,12752,0,False,,,,,,5.0,0.43333333333333335,False,7.0,lower,16.0,59,0,59,59,0.23728813559322035,0.288135593220339,False,False
12753,12753,0,False,,,,,,14.0,0.29411764705882354,True,6.0,lower,7.0,50,0,50,50,0.06,0.1,False,False
12754,12754,0,True,10.0,0.0,7.0,25.0,11.0,,0.6666666666666666,False,2.0,upper,38.0,47,11,36,47,0.2972972972972973,0.35135135135135137,False,False
12755,12755,1,True,2.0,4.0,1.0,18.0,3.0,,0.7924528301886793,False,3.0,lower,19.0,52,3,49,52,0.58,0.7,True,True
12756,12756,1,True,3.0,6.0,2.0,14.0,4.0,,0.9375,False,,,,31,4,27,31,0.7142857142857143,0.8571428571428571,False,False
12757,12757,0,True,3.0,7.0,2.0,12.0,4.0,,0.543859649122807,False,8.0,upper,49.0,56,4,52,56,0.3584905660377358,0.37735849056603776,False,False
12758,12758,1,False,,,,,,4.0,0.4444444444444444,False,16.0,lower,81.0,89,0,89,89,0.15730337078651685,0.19101123595505617,False,False
12759,12759,1,True,9.0,0.0,6.0,25.0,10.0,,0.9767441860465116,False,,,,42,10,32,42,0.6666666666666666,0.7878787878787878,True,True
12760,12760,0,False,,,,,,3.0,0.43636363636363634,False,8.0,upper,48.0,54,0,54,54,0.2222222222222222,0.2777777777777778,True,False
12761,12761,0,True,3.0,4.0,2.0,18.0,4.0,,0.5555555555555556,False,,,,53,4,49,53,0.36,0.48,True,False
12762,12762,1,True,3.0,5.0,2.0,16.0,4.0,,0.7090909090909091,False,,,,54,4,50,54,0.4117647058823529,0.5882352941176471,True,False
12763,12763,0,False,,,,,,3.0,0.4166666666666667,False,,,,23,0,23,23,0.21739130434782608,0.30434782608695654,False,False
12764,12764,0,True,7.0,0.0,4.0,25.0,8.0,,0.2878787878787879,True,27.0,lower,49.0,65,8,57,65,0.1896551724137931,0.1896551724137931,False,False
12765,12765,0,False,,,,,,2.0,0.46153846153846156,False,,,,25,0,25,25,0.08,0.12,False,False
12766,12766,1,True,4.0,2.0,2.0,22.0,5.0,,0.9090909090909091,False,,,,32,5,27,32,0.7142857142857143,0.8214285714285714,False,False
12767,12767,0,False,,,,,,6.0,0.29545454545454547,True,11.0,upper,34.0,43,0,43,43,0.06976744186046512,0.09302325581395349,False,False
12768,12768,0,False,,,,,,17.0,0.1744186046511628,True,21.0,upper,32.0,85,0,85,85,0.07058823529411765,0.07058823529411765,False,False
12769,12769,0,False,,,,,,9.0,0.46774193548387094,False,1.0,lower,4.0,61,0,61,61,0.09836065573770492,0.16393442622950818,False,False
12770,12770,0,False,,,,,,4.0,0.47058823529411764,False,,,,50,0,50,50,0.1,0.22,False,False
12771,12771,1,True,3.0,4.0,2.0,18.0,4.0,,0.8541666666666666,False,,,,47,4,43,47,0.6136363636363636,0.7727272727272727,True,False
12772,12772,1,False,,,,,,16.0,0.44,False,8.0,upper,8.0,99,0,99,99,0.15151515151515152,0.24242424242424243,False,False
12773,12773,0,True,3.0,4.0,2.0,18.0,4.0,,0.43333333333333335,False,16.0,upper,49.0,59,4,55,59,0.30357142857142855,0.375,True,True
12774,12774,0,False,,,,,,2.0,0.5227272727272727,False,7.0,upper,28.0,43,0,43,43,0.06976744186046512,0.13953488372093023,False,False
12775,12775,1,True,12.0,0.0,9.0,25.0,13.0,,0.8780487804878049,False,,,,40,13,27,40,0.7142857142857143,0.7142857142857143,False,False
12776,12776,0,False,,,,,,9.0,0.3953488372093023,True,3.0,lower,5.0,42,0,42,42,0.14285714285714285,0.19047619047619047,False,False
12777,12777,0,True,5.0,4.0,2.0,18.0,6.0,,0.21568627450980393,True,34.0,upper,33.0,50,6,44,50,0.044444444444444446,0.06666666666666667,False,False
12778,12778,1,True,28.0,0.0,25.0,25.0,29.0,,0.96875,False,,,,63,29,34,63,0.7142857142857143,0.7428571428571429,False,False
12779,12779,0,True,5.0,4.0,3.0,18.0,6.0,,0.7380952380952381,False,,,,41,6,35,41,0.4166666666666667,0.5277777777777778,True,False
12780,12780,0,False,,,,,,8.0,0.43243243243243246,False,3.0,upper,21.0,36,0,36,36,0.1388888888888889,0.2222222222222222,False,False
12781,12781,0,True,3.0,4.0,2.0,18.0,4.0,,0.75,False,,,,39,4,35,39,0.5,0.5277777777777778,False,False
12782,12782,0,True,5.0,3.0,3.0,20.0,6.0,,0.6666666666666666,False,1.0,upper,21.0,38,6,32,38,0.5757575757575758,0.5757575757575758,True,False
12783,12783,1,True,2.0,4.0,1.0,18.0,3.0,,0.723404255319149,False,,,,46,3,43,46,0.5227272727272727,0.6590909090909091,True,False
12784,12784,0,True,6.0,0.0,3.0,25.0,7.0,,0.6551724137931034,False,5.0,upper,51.0,57,7,50,57,0.45098039215686275,0.5294117647058824,False,False
12785,12785,1,True,6.0,0.0,3.0,25.0,7.0,,0.8518518518518519,False,,,,53,7,46,53,0.5531914893617021,0.6382978723404256,True,False
12786,12786,0,True,9.0,0.0,5.0,25.0,10.0,,0.6153846153846154,False,,,,64,10,54,64,0.36363636363636365,0.41818181818181815,False,False
12787,12787,1,True,11.0,0.0,7.0,25.0,12.0,,0.8974358974358975,False,,,,38,12,26,38,0.6296296296296297,0.7037037037037037,True,True
12788,12788,0,False,,,,,,5.0,0.44680851063829785,False,2.0,lower,14.0,46,0,46,46,0.15217391304347827,0.17391304347826086,False,False
12789,12789,0,True,7.0,2.0,4.0,22.0,8.0,,0.6666666666666666,False,,,,53,8,45,53,0.43478260869565216,0.5869565217391305,False,False
12790,12790,0,True,7.0,0.0,4.0,25.0,8.0,,0.49019607843137253,False,14.0,lower,43.0,50,8,42,50,0.27906976744186046,0.3953488372093023,False,False
12791,12791,1,False,,,,,,15.0,0.45977011494252873,False,7.0,upper,7.0,86,0,86,86,0.12790697674418605,0.18604651162790697,False,False
12792,12792,0,True,4.0,2.0,2.0,22.0,5.0,,0.43333333333333335,False,19.0,upper,46.0,59,5,54,59,0.3090909090909091,0.34545454545454546,False,False
12793,12793,1,True,4.0,2.0,2.0,22.0,5.0,,0.8043478260869565,False,,,,45,5,40,45,0.6341463414634146,0.7073170731707317,True,False
12794,12794,0,False,,,,,,4.0,0.3235294117647059,True,2.0,lower,16.0,33,0,33,33,0.06060606060606061,0.15151515151515152,False,False
12795,12795,0,False,,,,,,6.0,0.41509433962264153,False,1.0,lower,29.0,52,0,52,52,0.09615384615384616,0.17307692307692307,False,False
12796,12796,0,True,5.0,2.0,3.0,22.0,6.0,,0.6190476190476191,False,,,,62,6,56,62,0.47368421052631576,0.49122807017543857,False,False
12797,12797,0,True,3.0,6.0,2.0,14.0,4.0,,0.7872340425531915,False,,,,46,4,42,46,0.27906976744186046,0.4186046511627907,False,False
12798,12798,0,True,7.0,0.0,4.0,25.0,8.0,,0.6779661016949152,False,,,,58,8,50,58,0.45098039215686275,0.47058823529411764,True,False
12799,12799,1,True,8.0,0.0,5.0,25.0,9.0,,0.9,False,,,,99,9,90,99,0.8021978021978022,0.8241758241758241,True,False
